ID	SizeFraction	Kingdom	Superphylum	Phylum	Class	Order	Family	Genus	Species
bn_ASV_000001	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	uncultured_bacterium
bn_ASV_000002	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000003	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	uncultured_alpha_proteobacterium
bn_ASV_000004	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000005	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	uncultured_bacterium
bn_ASV_000006	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000007	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000008	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000009	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	uncultured_marine_cyanobacterium
bn_ASV_000010	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000011	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	uncultured_bacterium_HF0500_24B12
bn_ASV_000012	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	marine_metagenome
bn_ASV_000013	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola_sp._HTCC2999
bn_ASV_000014	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	uncultured_bacterium
bn_ASV_000015	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans	uncultured_marine_bacterium
bn_ASV_000017	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter	uncultured_bacterium
bn_ASV_000018	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313	uncultured_marine_cyanobacterium
bn_ASV_000020	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	uncultured_bacterium
bn_ASV_000022	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000023	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	uncultured_marine_bacterium
bn_ASV_000024	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_bacterium
bn_ASV_000025	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	uncultured_bacterium
bn_ASV_000026	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000028	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	seawater_metagenome
bn_ASV_000031	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	Synechococcus_sp._WH_7805
bn_ASV_000032	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_marine_bacterium
bn_ASV_000033	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	uncultured_bacterium
bn_ASV_000036	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga	uncultured_bacterium
bn_ASV_000037	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales_OCS116	Parvibaculales_OCS116	uncultured_bacterium
bn_ASV_000038	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000039	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	uncultured_marine_bacterium
bn_ASV_000041	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_IV	SAR11_Clade_IV	uncultured_marine_bacterium
bn_ASV_000042	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	Citromicrobium_bathyomarinum_JL354
bn_ASV_000043	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS4	uncultured_bacterium
bn_ASV_000044	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000045	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000046	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	uncultured_marine_bacterium
bn_ASV_000052	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000054	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_alpha_proteobacterium
bn_ASV_000056	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	Kiloniella	Kiloniella_laminariae
bn_ASV_000057	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	uncultured_Vibrio_sp
bn_ASV_000058	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_X	uncultured_marine_bacterium
bn_ASV_000059	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000060	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	uncultured_bacterium
bn_ASV_000062	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000063	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000064	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	uncultured_bacterium
bn_ASV_000067	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales_DEV007	Verrucomicrobiales_DEV007	uncultured_bacterium
bn_ASV_000069	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	uncultured_bacterium
bn_ASV_000070	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_X	uncultured_marine_bacterium
bn_ASV_000071	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Nereida	Nereida_ignava
bn_ASV_000072	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000073	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	uncultured_bacterium
bn_ASV_000074	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae_X	uncultured_marine_bacterium
bn_ASV_000075	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	uncultured_marine_bacterium
bn_ASV_000077	nano	Bacteria	Bacteroidetes	Bacteroidetes	Rhodothermia	Balneolales	Balneolaceae	Balneola	uncultured_bacterium
bn_ASV_000078	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS4	uncultured_marine_bacterium
bn_ASV_000079	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	uncultured_bacterium
bn_ASV_000080	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	uncultured_bacterium
bn_ASV_000081	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Actinomarina	uncultured_marine_bacterium
bn_ASV_000082	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	uncultured_gamma_proteobacterium
bn_ASV_000083	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	uncultured_marine_bacterium
bn_ASV_000087	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	unidentified_marine_bacterioplankton
bn_ASV_000088	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS2b	uncultured_marine_bacterium
bn_ASV_000089	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_SAR86_cluster_bacterium
bn_ASV_000090	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS5	uncultured_Bacteroidetes_bacterium
bn_ASV_000091	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000092	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	uncultured_marine_bacterium
bn_ASV_000095	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bn_ASV_000096	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_III	SAR11_Clade_III	uncultured_bacterium
bn_ASV_000097	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	unidentified_marine_bacterioplankton
bn_ASV_000098	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	uncultured_bacterium
bn_ASV_000099	nano	Bacteria	Planctomycetes	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	Pirellula_sp
bn_ASV_000100	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000102	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	Nisaeaceae_OM75	uncultured_bacterium
bn_ASV_000104	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000107	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	uncultured_bacterium
bn_ASV_000108	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Actinomarina	uncultured_marine_bacterium
bn_ASV_000109	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita	uncultured_bacterium
bn_ASV_000112	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	uncultured_bacterium
bn_ASV_000113	nano	Bacteria	Chloroflexi	Chloroflexi	Dehalococcoidia	Dehalococcoidia_SAR202	Dehalococcoidia_SAR202	Dehalococcoidia_SAR202	marine_metagenome
bn_ASV_000115	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000116	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS4	marine_metagenome
bn_ASV_000117	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000118	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales_DEV007	Verrucomicrobiales_DEV007	uncultured_bacterium
bn_ASV_000120	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria	uncultured_marine_bacterium
bn_ASV_000121	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella	uncultured_alpha_proteobacterium
bn_ASV_000123	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	uncultured_bacterium
bn_ASV_000124	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	uncultured_bacterium
bn_ASV_000125	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000126	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	Hyphomonas_sp._L-53-1-40
bn_ASV_000127	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorphaceae_X	uncultured_marine_microorganism
bn_ASV_000128	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter	uncultured_bacterium
bn_ASV_000129	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	uncultured_Pseudoalteromonas_sp
bn_ASV_000131	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Polycyclovorans	uncultured_Solimonas_sp
bn_ASV_000132	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Actinomarina	uncultured_bacterium
bn_ASV_000133	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000134	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_S25-593	Rickettsiales_S25-593	uncultured_bacterium
bn_ASV_000135	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	uncultured_marine_bacterium
bn_ASV_000136	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS2b	uncultured_Flavobacteriia_bacterium
bn_ASV_000139	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	uncultured_bacterium
bn_ASV_000140	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter_pontiacus
bn_ASV_000141	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	uncultured_bacterium
bn_ASV_000142	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS5	uncultured_bacterium
bn_ASV_000143	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	unidentified_marine_bacterioplankton
bn_ASV_000146	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000149	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	unidentified_marine_bacterioplankton
bn_ASV_000151	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	uncultured_bacterium
bn_ASV_000155	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae_X	uncultured_bacterium
bn_ASV_000156	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculales_PS1	Parvibaculales_PS1	uncultured_bacterium
bn_ASV_000159	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS5	uncultured_marine_bacterium
bn_ASV_000160	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	uncultured_bacterium
bn_ASV_000161	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_bacterium
bn_ASV_000162	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonadaceae_X	uncultured_bacterium
bn_ASV_000163	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	marine_metagenome
bn_ASV_000164	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium_lactosutens_DS20
bn_ASV_000169	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS5	uncultured_marine_bacterium
bn_ASV_000170	nano	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	uncultured_actinobacterium_HF0130_15N16
bn_ASV_000173	nano	Bacteria	Planctomycetes	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	uncultured_bacterium
bn_ASV_000175	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga	uncultured_bacterium
bn_ASV_000176	nano	Bacteria	Cyanobacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Prochlorococcus_MIT9313	uncultured_marine_cyanobacterium
bn_ASV_000177	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aurantimonas	Aurantimonas_coralicida_DSM_14790
bn_ASV_000178	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriales_NS11-12	Sphingobacteriales_NS11-12	unidentified_marine_bacterioplankton
bn_ASV_000179	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC_AAA164-E04	Verrucomicrobia_bacterium_SCGC_AAA164-E04
bn_ASV_000181	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ia	uncultured_bacterium
bn_ASV_000183	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS4	uncultured_marine_bacterium
bn_ASV_000184	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_II	SAR11_Clade_II	uncultured_bacterium
bn_ASV_000187	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter_2	uncultured_Bacteroidetes_bacterium
bn_ASV_000189	nano	Bacteria	Epsilonbacteraeota	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	uncultured_bacterium
bn_ASV_000190	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	rock_porewater_metagenome
bn_ASV_000191	nano	Bacteria	Actinobacteria	Actinobacteria_X	Actinobacteria_X	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_sp._REDSEA-S34_B5
bn_ASV_000193	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_X	Alphaproteobacteria_X	Alphaproteobacteria_X	uncultured_marine_bacterium
bn_ASV_000194	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	Puniceispirillales_SAR116	Puniceispirillales_SAR116	uncultured_marine_bacterium
bn_ASV_000196	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	uncultured_marine_bacterium
bn_ASV_000197	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	Gammaproteobacteria_SAR86	uncultured_bacterium
bn_ASV_000198	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_AEGEAN-169	Rhodospirillales_AEGEAN-169	uncultured_marine_bacterium
bn_ASV_000199	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	uncultured_bacterium
bn_ASV_000201	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_IV	SAR11_Clade_IV	uncultured_marine_bacterium
bn_ASV_000202	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	uncultured_Psychrobacter_sp
bn_ASV_000203	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	uncultured_Psychrobacter_sp
bn_ASV_000204	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	marine_sediment_metagenome
bn_ASV_000207	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS7	Flavobacteriales_NS7	uncultured_bacterium
bn_ASV_000208	nano	Bacteria	Verrucomicrobia	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita	uncultured_bacterium
bn_ASV_000209	nano	Bacteria	Chloroflexi	Chloroflexi	Dehalococcoidia	Dehalococcoidia_SAR202	Dehalococcoidia_SAR202	Dehalococcoidia_SAR202	marine_metagenome
bn_ASV_000210	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11_Clade_I	SAR11_Clade_Ib	uncultured_bacterium
bn_ASV_000212	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	uncultured_bacterium
bn_ASV_000213	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Ga0077536	Gammaproteobacteria_Ga0077536	Gammaproteobacteria_Ga0077536	uncultured_bacterium
bn_ASV_000214	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS4	uncultured_Flavobacteriales_bacterium
bn_ASV_000215	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS4	uncultured_marine_bacterium
bn_ASV_000216	nano	Bacteria	Proteobacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionales_X	Micavibrionales_X	uncultured_alpha_proteobacterium
bn_ASV_000217	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriales_NS9	Flavobacteriales_NS9	uncultured_Flavobacteriales_bacterium
bn_ASV_000218	nano	Bacteria	Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia	Cobetia_sp._MAR300
bn_ASV_000219	nano	Bacteria	Bacteroidetes	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_NS5	uncultured_marine_bacterium
